q1,q2,q3,q41,q42,q43,q44,q45,q46,q47,q48,q49,q410,q411,q412,q413,q414,q415,q416,q417,q418,q419,q420,q421,q51,q52,q53,q54,q55,q56,q61,q62,q63,q7,q81,q82,q83,q84,q85,q86,q87,q88,q89,q91,q92,q93,q94,q95,q96,q97,q101,q102,q103,q104,q105,q106,q107,q108,q109,q1010,q1011,q1012,q1013,q1014,q1015,q111.1,q111.2,q111.3,q112.1,q112.2,q112.3,q113.1,q113.2,q113.3,q114.1,q114.2,q114.3,q115.1,q115.2,q115.3,q116.1,q116.2,q116.3,q117.1,q117.2,q117.3,q118.1,q118.2,q118.3,q119.1,q119.2,q119.3,q1110.1,q1110.2,q1110.3,q1111.1,q1111.2,q1111.3,q121,q122,q123,q124,q125,q131,q132,q133,q134,q135,q136,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25
3,2,2,2,2,3,2,3,3,3,4,4,3,2,3,3,3,2,3,4,2,3,3,3,3,2,3,3,3,3,3,1,1,4,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,3,3,3,2,2,2,1,1,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,1,3,3,3,3,3,3,4,1,1,2,3,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,3,3,4,2,3,3,3,4,4,1,2,4,4,4,4,3,4,2,4,4,4,3,2,1,1,1,3,1,1,3,5,2,3,3,3,3,3,3,1,3,2,2,3,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,3,4,3,3,4,3,2,1,1,3,4,3,3,2,3,3,4,4,2,1,1,1,1,1,3,3,3,2,1,1,3,4,4,4,4,4,4,4,1,1,3,2,1,3,4,5,3,1,2,1,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,1,4,1,2,4,3,3,4,4,2,1,3,2,4,4,1,4,3,3,3,4,3,1,3,4,4,3,2,1,2,6,2,1,1,1,2,1,2,1,2,1,3,4,4,4,4,2,1,1,2,2,3,4,3,1,4,4,4,4,4,3,4,2,2,2,2,2,2,4,4,4,3,3,3,2,2,2,4,4,4,4,4,4,2,2,2,3,2,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,5,1,1,2,6,2,2,2,1,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,2,3,2,3,4,2,3,1,3,3,1,2,3,3,2,3,3,2,3,2,4,3,3,2,2,3,3,2,2,2,5,2,3,3,2,2,2,3,3,2,2,3,2,2,3,4,4,2,1,2,2,3,2,2,3,3,3,2,3,2,2,2,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,1,3,3,1,3,3,3,3,3,2,1,1,5,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,2,4,4,3,4,4,4,4,4,3,2,3,2,4,4,1,4,2,1,2,4,2,3,3,3,4,1,4,2,2,5,1,3,3,3,3,3,1,1,2,2,2,3,4,4,4,1,2,3,2,3,1,2,3,4,2,2,4,4,4,4,4,1,1,1,2,2,1,3,2,1,3,4,2,3,4,3,3,4,3,2,2,1,1,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,2,2,1,3,2,3,3,4,5,3,1,3,2,1,2,1,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,3,3,2,2,2,3,4,4,4,3,3,3,3,3,3,2,4,2,1,2,4,2,2,2,2,2,3,2,2,5,5,2,3,3,3,3,3,3,1,2,2,1,2,2,3,2,2,2,2,1,1,2,3,2,2,2,1,1,2,2,1,1,2,2,1,3,2,1,3,2,1,3,2,2,3,2,2,4,2,2,3,2,1,1,3,1,3,2,1,2,2,1,4,2,1,3,2,3,1,2,2,1,3,3,3,3,3,5,3,1,2,3,2,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,3,3,2,2,4,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,4,2,1,3,3,3,3,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,4,4,3,4,4,4,4,4,2,2,4,3,4,4,3,4,4,2,2,1,4,4,4,2,3,4,4,4,3,1,3,3,3,3,3,4,3,1,2,3,2,1,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1,1,1,2,4,3,3,1,4,1,1,1,2,4,2,2,4,2,2,2,4,3,2,2,3,2,2,3,2,4,6,3,3,3,3,2,3,3,1,3,2,2,3,3,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,1,3,4,3,3,4,2,3,4,4,3,2,2,4,4,4,2,2,2,1,1,1,4,4,1,2,2,1,4,4,1,4,4,3,4,4,2,3,3,2,1,3,3,5,3,1,2,8,1,1,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,2,1,4,4,2,4,4,4,4,4,4,2,3,4,4,4,3,4,4,1,2,4,2,2,2,2,2,2,3,2,1,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,1,1,3,4,4,2,1,1,4,4,4,4,4,4,3,4,1,3,3,3,3,3,3,2,1,2,2,4,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,4,1,3,3,4,3,3,3,4,3,2,1,2,1,0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,2,1,1,2,3,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,2,2,3,2,3,2,2,3,4,2,2,2,2,3,2,2,3,1,3,3,4,2,2,1,2,2,1,3,1,4,6,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,3,1,2,2,1,2,4,1,2,2,2,1,1,1,4,4,2,4,4,2,1,1,1,3,4,2,2,2,1,4,4,1,2,1,2,1,1,3,1,3,2,3,3,2,4,3,1,1,2,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,3,3,3,2,4,3,4,4,4,2,1,2,3,3,2,1,3,2,1,1,4,3,3,2,3,2,2,2,2,2,4,2,3,2,2,2,2,2,3,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,3,2,2,1,3,2,1,3,4,2,4,4,2,2,2,2,4,4,2,4,4,1,4,4,2,3,2,2,3,2,1,4,4,2,3,4,4,3,3,3,1,3,2,3,3,3,4,2,1,2,2,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,3,3,3,3,4,3,4,4,4,4,2,3,4,4,4,3,4,3,2,1,4,3,3,4,3,3,4,3,1,3,5,3,1,3,2,1,3,2,3,3,4,2,3,4,3,3,2,2,4,3,2,1,2,3,3,2,1,2,2,4,2,2,3,2,1,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,1,1,1,4,4,4,2,1,1,4,4,4,4,4,4,4,3,2,2,3,3,2,1,3,4,3,1,2,2,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,0,1,2,1,1,1,3,3,1,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,3,1,2,3,1,2,2,1,2,3,1,2,3,1,2,1,1,2,3,1,2,4,1,2,4,1,2,1,3,4,4,4,3,1,3,2,3,3,4,4,3,1,2,3,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,1,1,1,1,3,3,3,3,4,3,3,2,3,2,2,1,4,2,2,2,4,1,3,4,1,3,4,3,2,5,6,1,3,3,3,1,3,3,1,1,4,1,1,4,4,4,2,4,2,3,3,2,4,4,3,4,4,4,4,4,4,4,1,2,1,3,2,1,3,3,3,4,3,1,1,1,1,3,3,4,2,3,2,1,1,1,1,1,1,2,3,1,3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,6,2,3,4,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,3,2,3,2,3,3,3,4,4,3,2,2,3,3,2,3,3,3,2,2,4,2,2,2,2,2,3,2,2,2,6,2,1,1,1,1,3,2,1,3,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,3,3,4,4,4,4,3,2,2,4,4,4,4,4,4,2,1,2,3,4,4,2,2,1,4,4,4,4,4,3,4,3,3,1,3,3,3,3,2,3,4,1,2,3,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,2,3,1,1,1,3,1,1,4,4,1,1,1,2,3,1,1,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,3,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,4,5,1,1,4,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,5,1,3,1,1,1,3,1,1,3,2,2,2,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,3,2,2,4,4,4,3,2,2,2,1,1,4,4,4,4,4,4,2,1,1,3,2,2,1,1,1,4,4,4,3,4,4,3,3,1,3,3,3,3,3,3,5,1,1,1,4,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,3,1,4,2,3,3,2,4,4,1,1,1,4,2,1,1,1,2,4,2,3,2,1,2,3,3,4,3,1,4,6,1,3,1,1,1,3,3,3,3,3,1,4,4,1,4,2,1,1,3,2,1,3,1,1,4,4,4,4,4,4,4,1,3,1,3,3,4,4,4,4,2,1,1,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,2,2,1,2,4,4,2,1,2,2,3,3,1,3,1,3,5,1,2,3,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1,2,2,2,3,1,2,4,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,5,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4,3,2,2,3,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,4,4,4,4,3,4,4,4,2,1,3,3,3,3,3,4,1,1,2,2,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,2,1,3,3,2,2,2,3,4,4,2,1,2,3,1,3,3,3,3,1,1,3,3,2,2,2,2,3,3,2,3,5,2,3,1,1,1,3,3,1,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,3,2,2,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,2,3,2,2,2,3,3,3,3,1,3,3,3,1,1,3,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,3,3,4,2,3,4,3,1,4,3,3,4,4,4,3,2,4,3,3,1,3,3,3,3,3,3,3,1,1,1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,3,4,1,3,4,1,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,3,4,2,1,2,1,4,4,4,1,1,4,4,4,3,2,3,1,3,3,3,5,1,1,2,3,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,2,2,3,2,4,3,3,4,3,3,2,2,2,3,3,1,1,2,2,2,4,2,2,2,3,3,3,3,1,2,6,1,2,2,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,3,2,4,2,1,2,2,3,3,3,2,2,2,3,4,3,4,4,4,2,2,2,1,2,1,4,4,4,3,3,3,4,4,4,4,4,4,4,4,2,2,3,2,2,3,2,3,6,1,1,3,2,2,1,2,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,2,1,2,1,3,2,2,4,4,1,1,2,3,3,2,1,4,2,2,2,3,2,2,2,2,1,1,3,1,4,6,2,3,1,1,1,1,2,3,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,4,4,4,3,4,4,1,2,1,4,4,4,4,4,4,3,1,3,2,3,2,2,3,1,4,1,1,2,2,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,2,2,3,1,3,2,2,4,4,1,2,3,4,4,2,4,4,3,1,1,3,4,2,2,1,2,2,3,3,3,5,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,1,1,3,1,1,1,3,2,1,2,4,3,3,3,3,3,1,1,1,3,4,2,3,4,2,3,4,3,2,1,1,4,4,4,4,4,4,1,1,1,3,2,2,2,1,1,4,4,4,4,4,3,4,4,3,1,3,3,3,3,1,4,6,1,1,3,1,1,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,3,3,2,2,2,2,4,3,2,2,4,2,3,4,2,4,2,2,2,4,1,1,2,2,2,2,2,1,2,0,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,4,4,2,2,3,4,4,2,2,2,2,2,4,2,4,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,3,1,1,4,4,4,4,4,4,4,4,4,1,1,4,2,4,3,3,3,1,1,3,1,2,6,1,1,3,2,2,1,2,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,2,1,3,1,4,2,3,3,4,1,1,2,2,2,2,3,3,2,1,1,4,2,1,1,1,1,2,2,2,2,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,2,3,2,3,2,2,2,2,2,3,4,4,4,1,1,1,2,2,2,4,4,2,3,3,1,4,4,1,4,4,4,3,4,2,1,3,1,1,3,1,4,5,1,2,2,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,2,2,3,2,3,2,2,3,4,2,3,1,3,3,1,3,4,2,2,2,4,2,2,2,2,2,3,3,2,3,5,2,3,3,3,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,1,1,2,1,1,3,4,1,3,4,1,3,4,1,3,4,1,4,4,1,4,4,1,3,4,1,3,4,1,2,1,1,1,1,1,4,3,3,4,4,1,3,2,2,3,3,3,4,3,1,1,4,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,2,1,2,2,3,1,3,3,3,1,1,1,1,3,1,1,4,2,2,2,3,2,2,1,1,1,1,2,1,4,4,2,3,1,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,2,2,2,3,4,4,3,4,4,2,1,2,3,4,4,1,4,4,4,3,1,3,3,3,2,3,3,3,3,1,2,2,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,1,2,2,2,3,1,1,2,4,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1,3,2,5,6,2,3,3,3,3,3,2,1,2,1,1,1,1,1,2,1,2,2,3,1,1,3,4,1,1,1,1,1,3,3,3,2,1,1,3,4,1,4,4,4,1,1,1,4,4,1,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,2,3,3,1,3,3,4,5,1,1,5,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,2,2,3,2,2,2,3,4,4,2,2,3,4,3,2,3,4,2,2,2,4,2,2,2,2,1,3,2,2,3,5,2,3,3,3,3,3,3,1,3,2,1,2,1,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,1,1,3,4,1,3,4,1,3,4,1,3,4,1,4,4,1,3,4,1,3,4,1,3,4,1,2,1,1,2,1,1,4,4,4,4,4,1,2,3,3,3,3,3,3,1,1,2,4,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,2,3,3,3,2,4,2,2,4,3,1,3,3,3,4,2,2,4,3,2,3,3,1,1,1,1,1,1,3,2,3,6,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,3,4,4,2,1,1,4,4,4,1,1,1,1,1,2,1,3,1,1,3,3,3,4,1,2,2,2,2,1,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,2,2,3,5,2,3,3,3,3,2,2,2,2,2,3,3,4,4,4,1,3,3,3,3,3,3,2,3,2,3,4,4,4,4,4,2,1,1,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,1,2,1,3,4,4,3,4,4,3,4,4,4,3,4,4,3,3,1,3,3,3,3,3,4,1,2,3,2,2,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,1,2,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,1,1,3,2,2,3,2,2,1,2,2,3,6,2,3,1,1,1,1,2,1,2,2,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,2,2,4,4,2,2,1,3,4,4,4,4,4,2,2,1,4,4,4,3,4,4,3,2,1,2,2,1,3,4,4,3,3,1,4,2,1,4,4,4,1,3,2,1,3,3,2,2,3,3,1,1,2,3,1,2,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,2,1,2,3,1,4,1,3,4,4,1,1,2,4,2,3,1,4,1,1,1,3,1,3,2,3,4,2,2,2,2,5,2,3,3,3,3,3,2,1,3,2,3,3,4,4,3,1,3,4,3,3,3,4,1,1,3,3,4,4,4,4,3,1,1,1,3,2,1,3,4,1,3,4,3,3,4,2,4,4,4,2,2,1,2,2,1,3,2,2,2,1,1,4,4,4,4,4,4,4,3,2,3,3,1,1,3,3,5,1,1,2,3,2,2,1,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,3,3,2,2,3,2,2,4,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,6,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,2,2,2,2,2,2,3,3,3,4,4,4,1,1,2,2,2,2,1,2,1,1,2,3,3,2,1,2,2,2,2,1,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,3,1,3,2,3,1,3,4,4,1,1,3,4,3,3,2,4,2,2,2,3,3,3,3,3,2,2,2,1,3,5,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,2,3,3,2,2,2,3,3,1,1,2,2,2,3,3,1,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2,1,2,3,3,3,3,3,1,1,2,2,2,2,1,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
